Serial Number;List Year;Date Recorded;Town;Address;Assessed Value;Property Type;Residential Type;area_m2;meses_en_venta;nro_habitaciones;nro_pisos;Sale Amount
15063;2015;12/04/2015;Waterford;68 WILLIAMSON CIRCLE;243000;Single Family;Single Family;135m2;4;4;2;243000
15063;2015;12/31/2015;East Lyme;36 WATKINS DRIVE;273450;Condo;Condo;77m2;2;2;1;154000
15064;2015;11/20/2015;Windham;23 PEMBROKE HILL;925500;Single Family;Single Family;164m2;2;5;2;925500
15064;2015;2/03/2016;Wilton;153 CHESTNUT HILL RD;893000;Single Family;Single Family;296m2;4;7;3;893000
15064;2015;11/13/2015;Lisbon;254 RIDGEBURY RD;782000;Single Family;Single Family;275m2;8;7;3;782000
15064;2015;12/04/2015;Windham;81 HOYT STREET;535000;Single Family;Single Family;256m2;2;7;3;535000
15064;2015;12/15/2015;Enfield;318 CUTLERS FARM RD;493300;Single Family;Single Family;260m2;2;7;3;493300
15064;2015;10/21/2015;Windham;59 RUTH ANN TERR;465600;Single Family;Single Family;291m2;2;7;3;465600
15064;2015;12/07/2015;Waterford;180 WESTBURY PARK RD;422400;Single Family;Single Family;264m2;4;7;3;422400
15064;2015;12/14/2015;Montville;9 AZALEA LN;393600;Single Family;Single Family;246m2;11;6;3;393600
15064;2015;10/30/2015;Montville;237-239 BURNSIDE AVE.;391000;Two Family;Two Family;230m2;4;6;3;391000
15064;2015;1/12/2016;Montville;18 HILLPOND DRIVE;387600;Single Family;Single Family;228m2;1;6;3;387600
15064;2015;12/24/2015;Westport;16 JAMES ST;374000;Single Family;Single Family;220m2;6;6;3;374000
15064;2015;01/13/2016;Waterford;654 WESTCHESTER RD;316200;Single Family;Single Family;186m2;4;5;2;316200
15064;2015;3/07/2016;New Canaan;121 LYON ROAD;295800;Single Family;Single Family;174m2;2;5;2;295800
15064;2015;1/04/2016;New Canaan;49 TURKEY HILL TERRACE;290700;Single Family;Single Family;171m2;7;5;2;290700
15064;2015;11/20/2015;Westport;8 HITCHING POST CIRCLE;396060;Single Family;Single Family;135m2;2;4;2;243000
15064;2015;11/06/2015;Enfield;241 LAMP LIGHTER LN;230030;Single Family;Single Family;121m2;2;4;2;217800
15064;2015;8/11/2016;Bridgeport;31 WOODSTOCK MEADOWS;167400;Condo;Condo;93m2;1;3;1;167400
15065;2015;12/08/2015;Windham;106 INWOOD ROAD;2325000;Single Family;Single Family;229m2;3;6;3;2325000
15065;2015;11/05/2015;Lisbon;17 & 43 RIPPOWAM RD;1519950;Single Family;Single Family;282m2;2;7;3;1250000
15065;2015;2/05/2016;Wilton;153 CANNON RD;1263430;Single Family;Single Family;270m2;1;7;3;811000
15065;2015;3/09/2016;New Canaan;5 WITHE PASSE;505000;Single Family;Single Family;276m2;1;7;3;505000
15065;2015;08/15/2016;Bridgeport;11 HILLTOP DR;393600;Single Family;Single Family;246m2;4;6;3;393600
15065;2015;1/04/2016;New Canaan;23 HIGH BRIDGE ROAD;389300;Single Family;Single Family;229m2;2;6;3;389300
15065;2015;1/12/2016;Montville;18 GRANDVIEW CIRCLE;385900;Single Family;Single Family;227m2;2;6;3;385900
15065;2015;02/29/2016;Bridgeport;129 DERBY AVE;360400;Single Family;Single Family;212m2;2;6;3;360400
15065;2015;12/17/2015;Enfield;161 ELM ST;346800;Single Family;Single Family;204m2;10;6;3;346800
15065;2015;01/13/2016;Waterford;59 DEBI CIR;336000;Single Family;Single Family;168m2;3;5;2;336000
15065;2015;11/10/2015;Enfield;147 MIAMI AVENUE;294100;Single Family;Single Family;173m2;3;5;2;294100
15065;2015;12/30/2015;Westport;15 BLOOM DR;270000;Single Family;Single Family;150m2;6;5;2;270000
15065;2015;11/20/2015;Windham;224-1 NEW BRITAIN AV;262800;Condo;Condo;146m2;6;4;2;262800
15065;2015;11/20/2015;Westport;133 ELM STREET;262800;Single Family;Single Family;146m2;4;4;2;262800
15065;2015;10/30/2015;Montville;73 LAWRENCE ST.;244800;Single Family;Single Family;136m2;4;4;2;244800
15065;2015;10/21/2015;Windham;18 CHAPEL ST UNIT B;201000;Condo;Condo;103m2;16;4;2;201000
15065;2015;10/23/2015;Wilton;16-20 TOWNLEY ST;156600;Condo;Condo;87m2;3;3;1;156600
15066;2015;10/23/2015;Wilton;92-94 BALTIMORE ST;574500;Three Family;Three Family;383m2;13;7;4;574500
15066;2015;12/23/2015;Westport;65 NORTH CHESTNUT ST;553500;Two Family;Two Family;369m2;1;7;4;553500
15066;2015;12/16/2015;Montville;7 NEW HAMPSHIRE LN;470400;Single Family;Single Family;294m2;8;7;3;470400
15066;2015;10/21/2015;Windham;18 TWIN OAK TERR;467200;Single Family;Single Family;292m2;10;7;3;467200
15066;2015;11/20/2015;Windham;87 LAKE GARDA DR;448000;Single Family;Single Family;280m2;7;7;3;448000
15066;2015;2/09/2016;Wilton;20 KINGDOM RIDGE RD;444800;Single Family;Single Family;278m2;4;7;3;444800
15066;2015;1/04/2016;New Canaan;30 GEORGES HILL ROAD;440000;Single Family;Single Family;216m2;2;6;3;440000
15066;2015;12/14/2015;Waterford;9 PHEASANT RIDGE DR;401600;Single Family;Single Family;251m2;1;7;3;401600
15066;2015;02/29/2016;Bridgeport;724 BLUE RIDGE TERR;341500;Single Family;Single Family;167m2;6;5;2;330000
15066;2015;07/21/2016;Wilton;1604 STAFFORD AVE;306000;Single Family;Single Family;180m2;2;5;2;306000
15066;2015;12/18/2015;Enfield;81 OLD ZOAR RD;280000;Single Family;Single Family;126m2;5;4;2;280000
15066;2015;7/05/2016;Montville;501 RT 87 E;279000;Single Family;Single Family;155m2;4;5;2;279000
15066;2015;12/10/2015;Windham;11 POINT O WOODS ROAD SOUTH;1134280;Single Family;Single Family;153m2;4;5;2;275400
15066;2015;10/30/2015;Montville;6 COLGATE LN.;271800;Single Family;Single Family;151m2;3;5;2;271800
15066;2015;01/13/2016;Waterford;16 FREEDOM WAY;257400;Condo;Condo;143m2;1;4;2;257400
15066;2015;11/10/2015;Enfield;477 MAIN STREET;255600;Single Family;Single Family;142m2;5;4;2;255600
15066;2015;11/17/2015;Lisbon;113 BAYBERRY HILL RD;264820;Single Family;Single Family;139m2;1;4;2;250200
15066;2015;08/15/2016;Bridgeport;36 CORNFIELD POINT;172800;Condo;Condo;96m2;2;3;1;172800
15067;2015;12/14/2015;Windham;22 WAKEMAN ROAD;925000;Single Family;Single Family;261m2;7;7;3;925000
15067;2015;11/24/2015;Lisbon;21 O'NEILL CT;868000;Single Family;Single Family;290m2;3;7;3;868000
15067;2015;2/11/2016;Wilton;18 RICHARDS LA;550000;Single Family;Single Family;216m2;16;6;3;550000
15067;2015;12/18/2015;Westport;17-19 EIGHTH ST;522000;Two Family;Two Family;348m2;5;7;4;522000
15067;2015;10/30/2015;Montville;239 HOLLISTER DR.;470400;Single Family;Single Family;294m2;14;7;3;470400
15067;2015;11/10/2015;Enfield;124 FOREST DRIVE;446400;Single Family;Single Family;279m2;6;7;3;446400
15067;2015;01/15/2016;Montville;10 CHARLES LANE;443200;Single Family;Single Family;277m2;7;7;3;443200
15067;2015;3/01/2016;Bridgeport;1021 GARDEN RD;438400;Single Family;Single Family;274m2;3;7;3;438400
15067;2015;08/15/2016;Bridgeport;490 WEST QUASSET RD;420800;Single Family;Single Family;263m2;5;7;3;420800
15067;2015;12/21/2015;Enfield;57 CAPTAINS HILL RD;400000;Single Family;Single Family;250m2;5;7;3;400000
15067;2015;03/15/2016;New Canaan;29 SAVARESE LANE;392000;Single Family;Single Family;245m2;8;6;3;392000
15067;2015;1/04/2016;New Canaan;80 CHIPMUNK TRAIL;363800;Single Family;Single Family;214m2;3;6;3;363800
15067;2015;01/19/2016;Waterford;2 COLCHESTER COMMONS;331500;Single Family;Single Family;195m2;6;5;2;331500
15067;2015;11/24/2015;Westport;7 MELISSA DRIVE;284400;Single Family;Single Family;158m2;7;5;2;284400
15067;2015;12/15/2015;Waterford;516 MIDDLEBURY RD;277100;Single Family;Single Family;163m2;14;5;2;277100
15067;2015;12/17/2015;Montville;86 OCCUM LN;275400;Single Family;Single Family;153m2;4;5;2;275400
15067;2015;11/24/2015;Windham;26 GIRARD AV;272000;Single Family;Single Family;160m2;6;5;2;272000
15067;2015;10/22/2015;Windham;8 SEABREEZE AVE. UNIT 5A;259000;Condo;Condo;116m2;5;4;2;259000
15068;2015;11/05/2015;Lisbon;423 RIDGEBURY RD;1384960;Single Family;Single Family;233m2;5;6;3;1125000
15068;2015;12/15/2015;Windham;8 PATTON DRIVE;745000;Single Family;Single Family;280m2;4;7;3;745000
15068;2015;11/02/2015;Montville;14-16 CHERRY ST.;544500;Two Family;Two Family;363m2;2;7;4;544500
15068;2015;01/19/2016;Montville;63 SO BEDLAM RD;470400;Single Family;Single Family;294m2;11;7;3;470400
15068;2015;3/02/2016;Bridgeport;315 FAIRLEA RD;440000;Single Family;Single Family;275m2;5;7;3;440000
15068;2015;12/21/2015;Enfield;194 JOCKEY HILLOW RD;428800;Single Family;Single Family;268m2;3;7;3;428800
15068;2015;03/16/2016;New Canaan;7 HOLLYBERRY LANE;408000;Single Family;Single Family;255m2;17;7;3;408000
15068;2015;10/22/2015;Windham;198 E RUTLAND RD;385900;Single Family;Single Family;227m2;6;6;3;385900
15068;2015;03/24/2016;Westport;691 WEST HILL ROAD;384000;Single Family;Single Family;240m2;1;6;3;384000
15068;2015;12/15/2015;Waterford;895 BUNKER HILL RD;348500;Single Family;Single Family;205m2;3;6;3;348500
15068;2015;12/22/2015;Montville;15 GOLDEN RD #G;277200;Single Family;Single Family;154m2;3;5;2;277200
15068;2015;08/16/2016;Bridgeport;38 LITTLE BUNGGEE HILL RD;277100;Single Family;Single Family;163m2;2;5;2;277100
15068;2015;12/30/2015;Westport;16 SCHOOL ST;275400;Single Family;Single Family;153m2;5;5;2;275400
15068;2015;1/04/2016;New Canaan;9 BUTTERFIELD ROAD;417700;Single Family;Single Family;149m2;5;4;2;268200
15068;2015;11/24/2015;Windham;19 TUNXIS VILLAGE;217500;Condo;Condo;81m2;7;3;1;217500
15068;2015;02/16/2016;Wilton;53 WILTON CREST;233940;Condo;Condo;116m2;7;4;2;208800
15068;2015;10/23/2015;Wilton;100 WELLS ST UNITS R701 & P154;185400;Condo;Condo;103m2;5;4;2;185400
15068;2015;11/12/2015;Enfield;327 HAMPTON COURT;180000;Condo;Condo;100m2;4;4;2;180000
15069;2015;02/17/2016;Wilton;78 OLD KINGS HGWY;480000;Single Family;Single Family;184m2;2;5;2;480000
15069;2015;3/11/2016;Bridgeport;38 HIGH MEADOW LA;478400;Single Family;Single Family;299m2;5;7;3;478400
15069;2015;12/23/2015;Montville;4 LITTLE JOHN DR;475200;Single Family;Single Family;297m2;1;7;3;475200
15069;2015;11/24/2015;Westport;1958 HARTFORD TURNPIKE;464000;Single Family;Single Family;290m2;4;7;3;464000
15069;2015;03/28/2016;Westport;62 NILES ROAD;435200;Single Family;Single Family;272m2;2;7;3;435200
15069;2015;12/21/2015;Enfield;45 GRIST MILL RD;425000;Single Family;Single Family;199m2;5;5;2;425000
15069;2015;12/16/2015;Waterford;70 HUBBELL AVE;397800;Single Family;Single Family;234m2;3;6;3;397800
15069;2015;1/05/2016;Westport;25-27 HIGHLAND ST EXT;384200;Single Family;Single Family;226m2;6;6;3;384200
15069;2015;1/04/2016;New Canaan;52 AUNT PARK LANE;384000;Single Family;Single Family;205m2;4;6;3;384000
15069;2015;01/19/2016;Waterford;104 PINE BROOK RD;362100;Single Family;Single Family;213m2;7;6;3;362100
15069;2015;08/18/2016;Bridgeport;200 CHILD RD;345000;Single Family;Single Family;195m2;3;5;2;345000
15069;2015;10/21/2015;Windham;73 KAY AVE;340000;Single Family;Single Family;200m2;3;6;3;340000
15069;2015;11/13/2015;Enfield;284 FIELD STREET;323000;Single Family;Single Family;190m2;5;5;2;323000
15069;2015;03/21/2016;New Canaan;216 JEROME AVE;302600;Single Family;Single Family;178m2;1;5;2;302600
15069;2015;11/17/2015;Lisbon;61 MADELINE DR;377470;Single Family;Single Family;136m2;4;4;2;244800
15069;2015;01/25/2016;Montville;60 FLAHERTY RD;217800;Single Family;Single Family;121m2;6;4;2;217800
15069;2015;11/02/2015;Montville;30 HILLSIDE AVE.. UNIT B3;199800;Condo;Condo;111m2;4;4;2;199800
15069;2015;10/26/2015;Wilton;2 FRASER PL UNIT G;176400;Condo;Condo;98m2;4;3;1;176400
15069;2015;11/24/2015;Windham;17 CROCUS LA;167400;Condo;Condo;93m2;5;3;1;167400
15070;2015;11/24/2015;Windham;11 FARNHAM WAY;1045500;Single Family;Single Family;205m2;10;6;3;1045500
15070;2015;12/22/2015;Enfield;48 SENTRY HILL RD;540000;Single Family;Single Family;190m2;4;5;2;540000
15070;2015;10/26/2015;Wilton;30-32 EDGEWOOD ST;534000;Two Family;Two Family;356m2;6;7;4;534000
15070;2015;12/23/2015;Montville;117 LYNCH HILL RD;468800;Single Family;Single Family;293m2;1;7;3;468800
15070;2015;02/25/2016;Wilton;89 RIVERGATE DR;439250;Single Family;Single Family;201m2;5;6;3;439250
15070;2015;1/05/2016;Westport;16 POND VIEW RD;420800;Single Family;Single Family;263m2;1;7;3;420800
15070;2015;12/16/2015;Waterford;1260 BUCKINGHAM ST;404800;Single Family;Single Family;253m2;10;7;3;404800
15070;2015;08/19/2016;Bridgeport;25 DEER MEADOW LANE;396100;Single Family;Single Family;233m2;4;6;3;396100
15070;2015;11/02/2015;Montville;210 COLBY DR.;384200;Single Family;Single Family;226m2;2;6;3;384200
15070;2015;11/24/2015;Westport;23 DOGWOOD ROAD;340000;Single Family;Single Family;200m2;4;6;3;340000
15070;2015;11/06/2015;Lisbon;74 NEW ST;809440;Single Family;Single Family;194m2;2;5;2;329800
15070;2015;12/18/2015;Windham;66 NOROTON AVE;437130;Single Family;Single Family;154m2;6;5;2;277200
15070;2015;1/05/2016;New Canaan;7 SCENIC VIEW DRIVE;273600;Single Family;Single Family;152m2;5;5;2;273600
15070;2015;01/26/2016;Montville;297 WOODLAND RD;262800;Single Family;Single Family;146m2;2;4;2;262800
15070;2015;01/20/2016;Waterford;481 WESTCHESTER RD;255600;Single Family;Single Family;142m2;2;4;2;255600
15070;2015;03/21/2016;New Canaan;2 WEST LEDGE;239400;Single Family;Single Family;133m2;3;4;2;239400
15070;2015;11/16/2015;Enfield;169 CARRIAGE HILL DR;234000;Single Family;Single Family;130m2;2;4;2;234000
15070;2015;4/07/2016;Westport;265 NILES ROAD;567770;Single Family;Single Family;124m2;8;4;2;223200
15071;2015;12/21/2015;Windham;140 LEROY AVE;1022062;Single Family;Single Family;279m2;2;7;3;1022062
15071;2015;10/27/2015;Wilton;17-19 GRANDVIEW TER;552000;Three Family;Three Family;368m2;2;7;4;552000
15071;2015;1/11/2016;New Canaan;84 FLAT SWAMP ROAD;530000;Single Family;Single Family;277m2;2;7;3;530000
15071;2015;11/12/2015;Lisbon;86 SETH LOW MOUNTAIN RD;490000;Single Family;Single Family;292m2;13;7;3;490000
15071;2015;11/03/2015;Montville;8 LAUREL ST.;462400;Single Family;Single Family;289m2;2;7;3;462400
15071;2015;12/24/2015;Montville;37 WILDWOOD LN;440000;Single Family;Single Family;275m2;7;7;3;440000
15071;2015;02/26/2016;Wilton;46 MCFADDEN DR;411477;Single Family;Single Family;207m2;2;6;3;411477
15071;2015;01/27/2016;Montville;75 INDEPENDENCE DR;409600;Single Family;Single Family;256m2;3;7;3;409600
15071;2015;12/22/2015;Enfield;307 HATTERTOWN RD;377400;Single Family;Single Family;222m2;10;6;3;377400
15071;2015;1/06/2016;Westport;40 PACKERVILLE RD;360400;Single Family;Single Family;212m2;3;6;3;360400
15071;2015;11/25/2015;Windham;298 SCOTT SWAMP RD;350200;Single Family;Single Family;206m2;5;6;3;350200
15071;2015;01/25/2016;Waterford;561 PARUM RD;328100;Single Family;Single Family;193m2;4;5;2;328100
15071;2015;03/28/2016;New Canaan;9 SILVER DRIVE;283900;Single Family;Single Family;167m2;6;5;2;283900
15071;2015;12/17/2015;Waterford;65 WOODPARK DR;275400;Single Family;Single Family;153m2;7;5;2;275400
15071;2015;11/16/2015;Enfield;17 STERLING DRIVE;260000;Condo;Condo;94m2;2;3;1;260000
15071;2015;03/14/2016;Bridgeport;936 MAPLEDALE RD;255600;Single Family;Single Family;142m2;9;4;2;255600
15071;2015;11/25/2015;Westport;39 MOWRY STREET;232200;Single Family;Single Family;129m2;4;4;2;232200
15071;2015;08/19/2016;Bridgeport;1364 RT 169;221400;Single Family;Single Family;123m2;2;4;2;221400
15071;2015;04/18/2016;Westport;220 MAIN STREET 7H;189000;Condo;Condo;105m2;2;4;2;189000
15072;2015;11/30/2015;Windham;293 TALCOTT NOTCH RD;1069073;Single Family;Single Family;262m2;6;7;3;1069073
15072;2015;11/17/2015;Enfield;38 COTTONWOOD ROAD;478400;Single Family;Single Family;299m2;6;7;3;478400
15072;2015;10/22/2015;Windham;125 CLARK ST;467200;Single Family;Single Family;292m2;2;7;3;467200
15072;2015;10/27/2015;Wilton;92 SEQUIN ST;457600;Single Family;Single Family;286m2;3;7;3;457600
15072;2015;11/03/2015;Montville;10 BARBARA DR.;441600;Single Family;Single Family;276m2;2;7;3;441600
15072;2015;1/12/2016;Westport;57 SALISBURY AVE;435200;Single Family;Single Family;272m2;8;7;3;435200
15072;2015;1/12/2016;New Canaan;81 BIRCH HILL ROAD;425600;Single Family;Single Family;266m2;2;7;3;425600
15072;2015;12/28/2015;Montville;98 LEITAO DR;399500;Single Family;Single Family;235m2;7;6;3;399500
15072;2015;08/19/2016;Bridgeport;67 MEADOWSIDE COOP;396100;Single Family;Single Family;233m2;3;6;3;396100
15072;2015;12/22/2015;Enfield;75 STABLE RIDGE RD;388900;Single Family;Single Family;182m2;11;5;2;388900
15072;2015;01/26/2016;Waterford;14 BRIDGE ST;374000;Single Family;Single Family;220m2;6;6;3;374000
15072;2015;03/14/2016;Bridgeport;34 HIGH MEADOW LA;370000;Single Family;Single Family;173m2;11;5;2;370000
15072;2015;02/26/2016;Wilton;38 BLUEBERRY HILL RD;362320;Single Family;Single Family;165m2;7;5;2;335000
15072;2015;11/06/2015;Lisbon;74 NEW ST;809440;Single Family;Single Family;191m2;8;5;2;324700
15072;2015;01/29/2016;Montville;149 BROWNS RD;295000;Single Family;Single Family;166m2;4;5;2;295000
15072;2015;11/27/2015;Westport;50 BLUE HILLS ROAD;282500;Single Family;Single Family;161m2;7;5;2;282500
15072;2015;03/28/2016;New Canaan;63 MILFORD STREET;252903;Single Family;Single Family;133m2;5;4;2;252903
15072;2015;12/21/2015;Windham;304 BROOKSIDE ROAD;2490810;Single Family;Single Family;132m2;5;4;2;237600
15072;2015;04/25/2016;Westport;220 MAIN STREET 2B;183600;Condo;Condo;102m2;3;4;2;183600
15072;2015;12/21/2015;Waterford;319 THOMASTON RD U9;171000;Condo;Condo;95m2;4;3;1;171000
15073;2015;11/23/2015;Lisbon;44 REVERE PL EXT;625000;Single Family;Single Family;263m2;1;7;3;625000
15073;2015;08/22/2016;Bridgeport;68 MAY BROOK;456000;Single Family;Single Family;285m2;5;7;3;456000
15073;2015;10/23/2015;Windham;175 COTTAGE ST;427200;Single Family;Single Family;267m2;2;7;3;427200
15073;2015;12/28/2015;Montville;111 KITEMAUG RD;422400;Single Family;Single Family;264m2;6;7;3;422400
15073;2015;4/04/2016;New Canaan;2 SHIRE WAY;417840;Single Family;Single Family;251m2;16;7;3;417840
15073;2015;11/30/2015;Westport;3014 RIDGE ROAD;633360;Single Family;Single Family;261m2;4;7;3;417600
15073;2015;11/02/2015;Windham;15 OAKLAND AV;401200;Single Family;Single Family;236m2;5;6;3;401200
15073;2015;01/29/2016;Montville;56 MARYBELL DR;384200;Single Family;Single Family;226m2;1;6;3;384200
15073;2015;01/28/2016;Waterford;95 SHAILOR HILL RD;383000;Single Family;Single Family;213m2;4;6;3;383000
15073;2015;10/28/2015;Wilton;171 CAPEN ST;355300;Two Family;Two Family;209m2;9;6;3;355300
15073;2015;11/17/2015;Enfield;204 CAMP AVENUE;351900;Single Family;Single Family;207m2;7;6;3;351900
15073;2015;11/04/2015;Montville;119-121 SISSON ST.;348500;Two Family;Two Family;205m2;2;6;3;348500
15073;2015;12/21/2015;Waterford;20 CARUSO DR;307700;Single Family;Single Family;181m2;2;5;2;307700
15073;2015;3/01/2016;Wilton;43 ST JOHNS RD;431060;Single Family;Single Family;157m2;4;5;2;282600
15073;2015;03/16/2016;Bridgeport;235 BOSTON POST RD;277100;Single Family;Single Family;163m2;7;5;2;277100
15073;2015;01/13/2016;New Canaan;10 JEREMIAH ROAD;273700;Single Family;Single Family;161m2;9;5;2;273700
15073;2015;12/21/2015;Windham;5 HICKORY LANE;1943620;Single Family;Single Family;130m2;1;4;2;234000
15073;2015;04/28/2016;Westport;220 MAIN STREET 4E;199800;Condo;Condo;111m2;6;4;2;199800
15074;2015;11/09/2015;Lisbon;11 LITTLE RIDGE RD;840000;Single Family;Single Family;213m2;3;6;3;840000
15074;2015;11/30/2015;Windham;18 HENDRICKSON LA;600000;Single Family;Single Family;173m2;7;5;2;600000
15074;2015;3/02/2016;Wilton;3 THISTLE LA;575000;Single Family;Single Family;245m2;5;6;3;575000
15074;2015;11/05/2015;Montville;29 ANITA DR.;462400;Single Family;Single Family;289m2;4;7;3;462400
15074;2015;01/13/2016;New Canaan;10 CLEARVIEW DRIVE;427200;Single Family;Single Family;267m2;2;7;3;427200
15074;2015;4/07/2016;New Canaan;30 MOUNTAIN TOP PASS;405750;Single Family;Single Family;209m2;7;6;3;405750
15074;2015;01/15/2016;Westport;61 NORTH STERLING RD;400000;Single Family;Single Family;250m2;4;7;3;400000
15074;2015;12/30/2015;Montville;12 HILLYNDALE RD;392000;Single Family;Single Family;245m2;1;6;3;392000
15074;2015;08/24/2016;Bridgeport;1026 RT 171;387200;Single Family;Single Family;242m2;3;6;3;387200
15074;2015;01/29/2016;Waterford;18 CEMETERY RD;385600;Single Family;Single Family;241m2;7;6;3;385600
15074;2015;10/28/2015;Wilton;133 NILAN ST;384200;Single Family;Single Family;226m2;7;6;3;384200
15074;2015;05/16/2016;Westport;202 MAIN STREET;379100;Two Family;Two Family;223m2;2;6;3;379100
15074;2015;12/23/2015;Montville;31 BRIDGE ST;324700;Single Family;Single Family;191m2;2;5;2;324700
15074;2015;11/19/2015;Enfield;5 ADAM DRIVE;261000;Condo;Condo;145m2;4;4;2;261000
15074;2015;03/21/2016;Bridgeport;410 DOGBURN LA;255600;Single Family;Single Family;142m2;4;4;2;255600
15074;2015;11/30/2015;Westport;11 ST. JOHN STREET #A-3;253800;Condo;Condo;141m2;7;4;2;253800
15074;2015;12/22/2015;Enfield;61 SENIOR DR;246600;Condo;Condo;137m2;2;4;2;246600
15074;2015;10/26/2015;Windham;76 BERTROSE AVE;244800;Single Family;Single Family;136m2;1;4;2;244800
15074;2015;12/23/2015;Windham;129 HOLMES AVE;623070;Single Family;Single Family;129m2;6;4;2;232200
15074;2015;12/21/2015;Bozrah;159 RADNOR LN;162500;Condo;Condo;75m2;9;2;1;150000
15075;2015;12/23/2015;Windham;47 TULIP TREE ROAD;2595000;Single Family;Single Family;297m2;4;7;3;2595000
15075;2015;4/08/2016;New Canaan;60 CHAROLAIS WAY;579900;Single Family;Single Family;196m2;4;5;2;579900
15075;2015;2/01/2016;Montville;30 STONE RIDGE RD;449600;Single Family;Single Family;281m2;3;7;3;449600
15075;2015;05/19/2016;Westport;265 EAST COTTON HILL ROAD;430400;Single Family;Single Family;269m2;4;7;3;430400
15075;2015;03/30/2016;Bridgeport;355 NARROW LA;417600;Single Family;Single Family;261m2;6;7;3;417600
15075;2015;01/14/2016;New Canaan;134 TAUNTON HILL ROAD;406400;Single Family;Single Family;254m2;2;7;3;406400
15075;2015;11/19/2015;Enfield;15 TOM-LIN ROAD;377400;Single Family;Single Family;222m2;5;6;3;377400
15075;2015;08/29/2016;Bridgeport;43 DEER MEADOW LANE;310000;Single Family;Single Family;164m2;2;5;2;310000
15075;2015;12/01/2015;Westport;19 KATIE LANE;285600;Single Family;Single Family;168m2;6;5;2;285600
15075;2015;10/26/2015;Windham;156 FOXWOOD CLOSE;284400;Single Family;Single Family;158m2;3;5;2;284400
15075;2015;12/22/2015;Enfield;41 GREAT OAK FARM RD;340100;Condo;Condo;147m2;3;4;2;264600
15075;2015;11/04/2015;Lisbon;602 NORTH SALEM RD;260440;Single Family;Single Family;123m2;2;4;2;250000
15075;2015;11/05/2015;Montville;89 FARMSTEAD RD.;217800;Single Family;Single Family;121m2;10;4;2;217800
15075;2015;12/23/2015;Waterford;245 CHERRY AVE J11;199800;Condo;Condo;111m2;5;4;2;199800
15075;2015;12/01/2015;Windham;106 FARMINGTON CHASE CRESCENT;178200;Condo;Condo;99m2;9;3;1;178200
15075;2015;3/03/2016;Wilton;107 GLEN SIDE;201110;Condo;Condo;88m2;6;3;1;158400
15076;2015;3/03/2016;Wilton;321 OLMSTEAD HILL RD;720000;Single Family;Single Family;208m2;13;6;3;720000
15076;2015;4/08/2016;New Canaan;11 WITHE PASS;522450;Single Family;Single Family;175m2;3;5;2;522450
15076;2015;2/02/2016;Montville;204-208 NO EAGLEVILLE RD;493500;Two Family;Two Family;329m2;6;7;4;493500
15076;2015;11/19/2015;Enfield;70 BRACE ROAD;468800;Single Family;Single Family;293m2;5;7;3;468800
15076;2015;12/29/2015;Enfield;100 WEST MAIDE LN;454400;Single Family;Single Family;284m2;4;7;3;454400
15076;2015;12/01/2015;Windham;60 TALL TIMBERS DR;406400;Single Family;Single Family;254m2;4;7;3;406400
15076;2015;01/15/2016;New Canaan;15 TURKEY ROOST ROAD;390400;Single Family;Single Family;244m2;15;6;3;390400
15076;2015;12/28/2015;Waterford;29 HIGH ST;388800;Single Family;Single Family;243m2;4;6;3;388800
15076;2015;11/05/2015;Montville;96 ARBUTUS ST.;388800;Single Family;Single Family;243m2;1;6;3;388800
15076;2015;05/25/2016;Westport;416 FARMINGTON RIVER TPKE;377400;Single Family;Single Family;222m2;3;6;3;377400
15076;2015;08/29/2016;Bridgeport;52 SENEXET VILLAGE RD;374000;Single Family;Single Family;166m2;12;5;2;374000
15076;2015;2/04/2016;Waterford;27 SKYLARK RD;311100;Single Family;Single Family;183m2;3;5;2;311100
15076;2015;12/23/2015;Windham;15 ECHO DRIVE;631050;Single Family;Single Family;174m2;2;5;2;295800
15076;2015;4/01/2016;Bridgeport;533 SUMMIT DR;275400;Single Family;Single Family;153m2;5;5;2;275400
15076;2015;10/29/2015;Wilton;30 WOODLAND ST UNIT 5K;243000;Condo;Condo;135m2;2;4;2;243000
15076;2015;11/23/2015;Lisbon;31 NURSERY RD;346210;Single Family;Single Family;131m2;2;4;2;235800
15076;2015;12/04/2015;Westport;67 NORTH HILL ROAD;234080;Single Family;Single Family;126m2;2;4;2;226800
15076;2015;10/26/2015;Windham;13 DAYTONA AVE UNITS A & B;180000;Condo;Condo;84m2;3;3;1;180000
15077;2015;3/03/2016;Wilton;231 CANNON RD;2289000;Single Family;Single Family;263m2;2;7;3;2289000
15077;2015;12/14/2015;Windham;2 HAMPTON ROAD;1840750;Single Family;Single Family;241m2;3;6;3;1840750
15077;2015;12/29/2015;Enfield;94 HANNAH LN;658000;Single Family;Single Family;270m2;7;7;3;658000
15077;2015;12/31/2015;Montville;54 CONNECTICUT BLVD;416000;Single Family;Single Family;260m2;8;7;3;416000
15077;2015;12/04/2015;Westport;15 CARRIAGE DRIVE;403200;Single Family;Single Family;252m2;2;7;3;403200
15077;2015;4/11/2016;New Canaan;33 VILLAGE LANE;390400;Single Family;Single Family;244m2;2;6;3;390400
15077;2015;08/30/2016;Bridgeport;978 RT 169;370600;Single Family;Single Family;218m2;2;6;3;370600
